"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,13874I,CME ,00,138 ,   15343,    4960,   13610,       0,    8092,     700,      15,       0,     494,       0,       0,       0,       0,   13067,   14819,    2276,     524,      45,    1354,     -22,       0,   -1565,       0,       0,       0,      55,       0,       0,       0,       0,    -211,      33,     256,      12,  100.0,   32.3,   88.7,    0.0,   52.7,    4.6,    0.1,    0.0,    3.2,    0.0,    0.0,    0.0,    0.0,   85.2,   96.6,   14.8,    3.4,     22,      7,      5,      0,      8,.,.,      0,.,      0,      0,      0,      0,     15,      8,    52.9,    81.2,    70.8,    96.6,    52.9,    81.2,    70.8,    96.5,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,13874I,CME ,00,138 ,   15298,    3606,   13632,       0,    9657,     700,      15,       0,     439,       0,       0,       0,       0,   13278,   14786,    2020,     512,     868,    1275,     619,       0,     -97,     700,       0,    -225,    -400,       0,       0,       0,       0,     953,     919,     -85,     -51,  100.0,   23.6,   89.1,    0.0,   63.1,    4.6,    0.1,    0.0,    2.9,    0.0,    0.0,    0.0,    0.0,   86.8,   96.7,   13.2,    3.3,     23,      6,      5,      0,     10,.,.,      0,.,      0,      0,      0,      0,     16,      8,    53.6,    81.6,    71.4,    96.7,    53.6,    81.6,    71.4,    96.6,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,13874I,CME ,00,138 ,   14430,    2331,   13013,       0,    9754,       0,      15,     225,     839,       0,       0,       0,       0,   12325,   13867,    2105,     563,    -901,     766,    -754,       0,   -1524,       0,       0,     225,     -38,       0,       0,       0,       0,    -533,    -792,    -368,    -109,  100.0,   16.2,   90.2,    0.0,   67.6,    0.0,    0.1,    1.6,    5.8,    0.0,    0.0,    0.0,    0.0,   85.4,   96.1,   14.6,    3.9,     23,      4,      6,      0,     10,      0,.,.,.,      0,      0,      0,      0,     15,      9,    54.9,    78.4,    72.9,    96.0,    54.9,    78.4,    72.8,    96.0,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,13874I,CME ,00,138 ,   15331,    1565,   13767,       0,   11278,       0,      15,       0,     877,       0,       0,       0,       0,   12858,   14659,    2473,     672,    -708,     -46,    -767,       0,    -623,       0,       0,       0,     -55,       0,       0,       0,       0,    -669,    -822,     -39,     114,  100.0,   10.2,   89.8,    0.0,   73.6,    0.0,    0.1,    0.0,    5.7,    0.0,    0.0,    0.0,    0.0,   83.9,   95.6,   16.1,    4.4,     22,      4,      6,      0,     10,      0,.,      0,.,      0,      0,      0,      0,     14,      9,    60.2,    79.0,    74.4,    95.5,    60.2,    79.0,    74.3,    95.5,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,13874I,CME ,00,138 ,   16039,    1611,   14534,       0,   11901,       0,      15,       0,     932,       0,       0,       0,       0,   13527,   15481,    2512,     558,    -285,     263,     264,       0,    -433,    -474,       0,       0,     -42,       0,       0,       0,       0,    -170,    -252,    -115,     -33,  100.0,   10.0,   90.6,    0.0,   74.2,    0.0,    0.1,    0.0,    5.8,    0.0,    0.0,    0.0,    0.0,   84.3,   96.5,   15.7,    3.5,     22,      4,      7,      0,      9,      0,.,      0,.,      0,      0,      0,      0,     13,     10,    62.9,    77.5,    76.3,    95.1,    62.9,    77.5,    76.2,    95.1,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,13874J,CME ,00,138 ,   49848,     951,   35953,    9990,   30568,     223,       0,    1828,    1602,     241,       0,       0,       0,   43578,   48009,    6270,    1839,   19341,       0,    7756,    9990,    9687,       0,       0,    -329,     418,     241,       0,    -218,       0,   19589,   18187,    -248,    1154,  100.0,    1.9,   72.1,   20.0,   61.3,    0.4,    0.0,    3.7,    3.2,    0.5,    0.0,    0.0,    0.0,   87.4,   96.3,   12.6,    3.7,     31,.,      8,      5,     14,.,      0,      4,.,.,      0,      0,      0,     25,     12,    53.2,    74.8,    70.7,    93.2,    48.3,    59.9,    57.6,    73.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,13874J,CME ,00,138 ,   30507,     951,   28197,       0,   20881,     223,       0,    2157,    1184,       0,       0,     218,       0,   23989,   29822,    6518,     685,    4809,   -7702,    7349,       0,   10349,   -2726,     -93,    -414,     413,       0,       0,       0,       0,    2140,    4943,    2669,    -134,  100.0,    3.1,   92.4,    0.0,   68.4,    0.7,    0.0,    7.1,    3.9,    0.0,    0.0,    0.7,    0.0,   78.6,   97.8,   21.4,    2.2,     30,.,      8,      0,     12,.,      0,      5,.,      0,      0,.,      0,     18,     12,    52.9,    72.3,    64.7,    93.8,    52.9,    72.3,    64.7,    93.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,13874J,CME ,00,138 ,   25698,    8653,   20848,       0,   10532,    2949,      93,    2571,     771,       0,       0,     218,       0,   21849,   24879,    3849,     819,    3381,    5271,     781,       0,   -1967,    2664,       0,    -132,     -43,       0,       0,       0,       0,    3172,    3402,     209,     -21,  100.0,   33.7,   81.1,    0.0,   41.0,   11.5,    0.4,   10.0,    3.0,    0.0,    0.0,    0.8,    0.0,   85.0,   96.8,   15.0,    3.2,     27,.,      6,      0,      8,.,.,      6,.,      0,      0,.,      0,     17,     11,    60.3,    76.2,    72.1,    94.5,    59.9,    76.2,    71.8,    94.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,13874J,CME ,00,138 ,   22317,    3382,   20067,       0,   12499,     285,      93,    2703,     814,       0,       0,     218,       0,   18677,   21477,    3640,     840,     334,     -54,     372,       0,     590,       0,       0,    -607,      55,       0,       0,       0,       0,     -71,     427,     405,     -93,  100.0,   15.2,   89.9,    0.0,   56.0,    1.3,    0.4,   12.1,    3.6,    0.0,    0.0,    1.0,    0.0,   83.7,   96.2,   16.3,    3.8,     29,.,      6,      0,     10,.,.,      6,.,      0,      0,.,      0,     19,     11,    51.6,    85.1,    65.9,    93.6,    51.6,    85.1,    65.4,    93.6,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,13874J,CME ,00,138 ,   21983,    3436,   19695,       0,   11909,     285,      93,    3310,     759,       0,       0,     218,       0,   18748,   21050,    3235,     933,     324,    -196,       6,       0,     500,       0,       0,       9,     259,       0,       0,       0,       0,     313,     265,      11,      59,  100.0,   15.6,   89.6,    0.0,   54.2,    1.3,    0.4,   15.1,    3.5,    0.0,    0.0,    1.0,    0.0,   85.3,   95.8,   14.7,    4.2,     28,.,      5,      0,      9,.,.,      7,.,      0,      0,.,      0,     19,     10,    52.3,    86.4,    66.8,    94.3,    52.3,    86.4,    66.4,    94.3,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,13874J,CME ,00,138 ,   21659,    3632,   19689,       0,   11409,     285,      93,    3301,     500,       0,       0,     218,       0,   18435,   20785,    3224,     874,    4776,     -49,    6860,       0,    4534,   -2139,       0,     284,       0,       0,       0,       0,       0,    4769,    4721,       7,      55,  100.0,   16.8,   90.9,    0.0,   52.7,    1.3,    0.4,   15.2,    2.3,    0.0,    0.0,    1.0,    0.0,   85.1,   96.0,   14.9,    4.0,     26,.,      5,      0,      8,.,.,      7,.,      0,      0,.,      0,     18,      9,    53.1,    87.7,    68.0,    95.5,    53.1,    87.7,    67.6,    95.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,13874J,CME ,00,138 ,   16883,    3681,   12829,       0,    6875,    2424,      93,    3017,     500,       0,       0,     218,       0,   13666,   16064,    3217,     819,   -1213,    -107,      43,       0,       4,   -1174,       0,     837,       0,       0,       0,       0,       0,     734,   -1131,   -1947,     -82,  100.0,   21.8,   76.0,    0.0,   40.7,   14.4,    0.6,   17.9,    3.0,    0.0,    0.0,    1.3,    0.0,   80.9,   95.1,   19.1,    4.9,     24,.,      5,      0,      7,.,.,      6,.,      0,      0,.,      0,     16,      9,    50.5,    84.6,    65.9,    94.6,    49.9,    84.6,    65.4,    94.6,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,13874J,CME ,00,138 ,   18096,    3788,   12786,       0,    6871,    3598,      93,    2180,     500,       0,       0,     218,       0,   12932,   17195,    5164,     901,    1594,    -618,     340,       0,     642,    1222,       0,     951,    -229,       0,       0,       0,       0,     975,    1333,     619,     261,  100.0,   20.9,   70.7,    0.0,   38.0,   19.9,    0.5,   12.0,    2.8,    0.0,    0.0,    1.2,    0.0,   71.5,   95.0,   28.5,    5.0,     23,.,      5,      0,      7,.,.,      5,.,      0,      0,.,      0,     15,      9,    47.6,    85.4,    60.6,    94.5,    47.1,    85.4,    60.1,    94.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,13874J,CME ,00,138 ,   16502,    4406,   12446,       0,    6229,    2376,      93,    1229,     729,       0,       0,     218,       0,   11957,   15862,    4545,     640,   -2375,   -2648,     526,       0,    -847,   -2656,       0,     150,    -163,       0,       0,       0,       0,   -3345,   -2293,     970,     -82,  100.0,   26.7,   75.4,    0.0,   37.7,   14.4,    0.6,    7.4,    4.4,    0.0,    0.0,    1.3,    0.0,   72.5,   96.1,   27.5,    3.9,     21,.,      5,      0,      5,.,.,.,.,      0,      0,.,      0,     11,     11,    56.9,    75.1,    68.0,    92.8,    56.4,    75.1,    67.5,    92.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,13874J,CME ,00,138 ,   18877,    7054,   11920,       0,    7076,    5032,      93,    1079,     892,       0,       0,     218,       0,   15302,   18155,    3575,     722,    -577,      41,    1279,       0,     -29,   -1777,     -58,      40,       0,       0,       0,       0,       0,      -6,    -556,    -571,     -21,  100.0,   37.4,   63.1,    0.0,   37.5,   26.7,    0.5,    5.7,    4.7,    0.0,    0.0,    1.2,    0.0,   81.1,   96.2,   18.9,    3.8,     23,.,      5,      0,      7,.,.,.,.,      0,      0,.,      0,     12,     12,    65.2,    76.0,    75.4,    91.4,    64.7,    76.0,    74.9,    91.4,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,13874J,CME ,00,138 ,   19454,    7013,   10641,       0,    7105,    6809,     151,    1039,     892,       0,       0,     218,       0,   15308,   18711,    4146,     743,     -84,    -224,     225,       0,     -83,      55,       0,    -119,       0,       0,       0,       0,       0,    -426,     280,     342,    -364,  100.0,   36.0,   54.7,    0.0,   36.5,   35.0,    0.8,    5.3,    4.6,    0.0,    0.0,    1.1,    0.0,   78.7,   96.2,   21.3,    3.8,     23,.,      5,      0,      7,.,.,.,.,      0,      0,.,      0,     12,     12,    62.6,    74.2,    72.5,    90.2,    61.8,    74.2,    71.7,    90.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,13874P,CME ,00,138 ,   18888,    2966,   10844,    4095,    8146,    1899,      20,     645,       0,       0,       0,       0,       0,   15872,   16858,    3016,    2030,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   15.7,   57.4,   21.7,   43.1,   10.1,    0.1,    3.4,    0.0,    0.0,    0.0,    0.0,    0.0,   84.0,   89.3,   16.0,   10.7,     20,      5,      7,      4,      5,.,.,.,      0,      0,      0,      0,      0,     15,     10,    48.5,    64.1,    72.4,    89.0,    37.9,    56.2,    57.0,    67.5,"($250 x S&P Select Sector Communication Index)","13874P","CME ","138 ","F20","FutOnly"
"E-MINI S&P COMMUNICATION INDEX - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,13874P,CME ,00,138 ,   11345,    2342,   10083,       0,    6745,     629,     140,     830,       0,       0,       0,       0,       0,   10057,   10852,    1288,     493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   20.6,   88.9,    0.0,   59.5,    5.5,    1.2,    7.3,    0.0,    0.0,    0.0,    0.0,    0.0,   88.6,   95.7,   11.4,    4.3,     20,      5,      7,      0,      4,.,.,.,      0,      0,      0,      0,      0,     12,      9,    60.7,    77.9,    80.4,    94.4,    59.5,    77.9,    79.2,    94.4,"($250 x S&P Select Sector Communication Index)","13874P","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,13874U,CME ,00,138 ,  308196,   40916,    3444,       1,   19046,       0,     739,  113635,   80658,   41604,    3239,   13480,       0,  219180,  139926,   89016,  168270,   50747,    6954,     475,    -265,   -1440,       0,     728,   13858,   -3591,   34711,   -1517,    4503,       0,   53029,   36561,   -2282,   14186,  100.0,   13.3,    1.1,    0.0,    6.2,    0.0,    0.2,   36.9,   26.2,   13.5,    1.1,    4.4,    0.0,   71.1,   45.4,   28.9,   54.6,     36,.,.,.,     10,      0,.,      9,      9,     12,.,.,      0,     30,     22,    48.5,    35.3,    59.9,    41.9,    43.4,    27.5,    49.3,    30.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,13874U,CME ,00,138 ,  257449,   33962,    2969,     266,   20486,       0,      11,   99777,   84249,    6893,    4756,    8977,       0,  166151,  103365,   91298,  154084,   44279,   10548,     -88,     266,    5231,       0,     -21,   15907,     437,    4903,    2072,    3612,       0,   38906,    9109,    5373,   35170,  100.0,   13.2,    1.2,    0.1,    8.0,    0.0,    0.0,   38.8,   32.7,    2.7,    1.8,    3.5,    0.0,   64.5,   40.1,   35.5,   59.9,     38,.,.,.,     10,      0,.,     11,      8,     10,      4,.,      0,     30,     20,    45.6,    32.0,    53.0,    36.6,    44.9,    32.0,    50.7,    35.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,13874U,CME ,00,138 ,  213170,   23414,    3057,       0,   15255,       0,      32,   83870,   83812,    1990,    2684,    5365,       0,  127245,   94256,   85925,  118914,   26456,    3468,    1497,       0,     -56,       0,     -39,   18190,   -4855,     720,     228,     905,       0,   22511,   -1772,    3945,   28228,  100.0,   11.0,    1.4,    0.0,    7.2,    0.0,    0.0,   39.3,   39.3,    0.9,    1.3,    2.5,    0.0,   59.7,   44.2,   40.3,   55.8,     30,.,.,      0,      8,      0,.,      8,      8,      6,.,.,      0,     23,     14,    45.5,    37.9,    50.6,    43.1,    45.0,    37.9,    50.1,    42.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,13874U,CME ,00,138 ,  186714,   19946,    1560,       0,   15311,       0,      71,   65680,   88667,    1270,    2456,    4460,       0,  104734,   96028,   81980,   90686,   30990,   14576,    1560,       0,   -1784,       0,    -228,    1328,   18814,     929,    1201,    -768,       0,   16022,   20307,   14968,   10683,  100.0,   10.7,    0.8,    0.0,    8.2,    0.0,    0.0,   35.2,   47.5,    0.7,    1.3,    2.4,    0.0,   56.1,   51.4,   43.9,   48.6,     31,.,.,      0,      8,      0,.,      8,      9,      5,.,.,      0,     21,     17,    40.0,    43.2,    46.0,    49.3,    39.5,    43.2,    45.5,    49.3,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,13874U,CME ,00,138 ,  155724,    5370,       0,       0,   17095,       0,     299,   64352,   69853,     341,    1255,    5228,       0,   88712,   75721,   67012,   80003,    9836,   -2240,       0,       0,    1932,    -595,    -742,   10874,    7683,     -21,       5,   -3193,       0,    9808,    3132,      28,    6704,  100.0,    3.4,    0.0,    0.0,   11.0,    0.0,    0.2,   41.3,   44.9,    0.2,    0.8,    3.4,    0.0,   57.0,   48.6,   43.0,   51.4,     27,.,      0,      0,     10,      0,.,      9,      5,.,.,.,      0,     21,     12,    37.7,    46.9,    45.4,    48.5,    37.7,    46.9,    45.3,    48.2,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,13874U,CME ,00,138 ,  145888,    7610,       0,       0,   15163,     595,    1041,   53478,   62170,     362,    1250,    8421,       0,   78904,   72589,   66984,   73299,    7599,   -2234,   -1253,       0,    -446,   -1908,    -464,   13417,     315,    -895,      31,    1290,       0,    9409,   -2915,   -1810,   10514,  100.0,    5.2,    0.0,    0.0,   10.4,    0.4,    0.7,   36.7,   42.6,    0.2,    0.9,    5.8,    0.0,   54.1,   49.8,   45.9,   50.2,     32,.,      0,      0,      8,.,.,     10,      7,      4,.,.,      0,     23,     16,    34.0,    42.1,    40.2,    47.3,    34.0,    42.1,    40.0,    47.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,13874U,CME ,00,138 ,  138289,    9844,    1253,       0,   15609,    2503,    1505,   40061,   61855,    1257,    1219,    7131,       0,   69495,   75504,   68794,   62785,    2121,    1184,    1253,       0,   -7580,   -2019,    -153,    9001,    5401,     131,    1219,    4340,       0,    3802,    8953,   -1681,   -6832,  100.0,    7.1,    0.9,    0.0,   11.3,    1.8,    1.1,   29.0,   44.7,    0.9,    0.9,    5.2,    0.0,   50.3,   54.6,   49.7,   45.4,     33,.,.,      0,      8,.,      4,      9,      8,      5,.,.,      0,     25,     17,    30.3,    42.5,    36.3,    50.2,    30.3,    41.6,    36.3,    48.6,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,13874U,CME ,00,138 ,  136168,    8660,       0,       0,   23189,    4522,    1658,   31060,   56454,    1126,       0,    2791,       0,   65693,   66551,   70475,   69617,   14986,    3292,       0,       0,   -3021,    4522,    1177,   12500,   10502,    -983,       0,    1149,       0,   12965,   16367,    2021,   -1381,  100.0,    6.4,    0.0,    0.0,   17.0,    3.3,    1.2,   22.8,   41.5,    0.8,    0.0,    2.0,    0.0,   48.2,   48.9,   51.8,   51.1,     25,.,      0,      0,      8,.,      5,      8,      4,      4,      0,.,      0,     22,     12,    30.2,    42.3,    37.1,    48.8,    30.2,    41.5,    37.0,    46.8,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
