"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"ERCOT NORTH 345KV RT PK FIX - ICE FUTURES ENERGY DIV",250204,2025-02-04,06439R,IFED,01,064 ,  246708,   94576,  170099,   38246,   25044,   17058,   62128,    7736,   12875,   11306,    4352,    8989,  245178,  246153,    1530,     555,  246708,   94576,  170099,   38246,   25044,   17058,   62128,    7736,   12875,   11306,    4352,    8989,  245178,  246153,    1530,     555,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   11442,    7123,    8821,    -125,     666,     429,    2704,    1089,      20,     726,    -681,    1045,   11922,   11389,    -480,      53,  100.0,   38.3,   68.9,   15.5,   10.2,    6.9,   25.2,    3.1,    5.2,    4.6,    1.8,    3.6,   99.4,   99.8,    0.6,    0.2,  100.0,   38.3,   68.9,   15.5,   10.2,    6.9,   25.2,    3.1,    5.2,    4.6,    1.8,    3.6,   99.4,   99.8,    0.6,    0.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     91,     41,     36,      5,.,      6,      9,     13,     12,      8,      9,     12,     77,     77,     91,     41,     36,      5,.,      6,      9,     13,     12,      8,      9,     12,     77,     77,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    45.8,    42.9,    60.4,    63.3,    38.3,    36.7,    45.9,    45.9,    45.8,    42.9,    60.4,    63.3,    38.3,    36.7,    45.9,    45.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mw per Peak Hour","06439R","IFED","064 ","N16","FutOnly"
"ERCOT NORTH 345KV RT PK FIX - ICE FUTURES ENERGY DIV",250128,2025-01-28,06439R,IFED,01,064 ,  235266,   87453,  161278,   38371,   24378,   16629,   59424,    6647,   12855,   10580,    5033,    7944,  233256,  234764,    2010,     502,  235266,   87453,  161278,   38371,   24378,   16629,   59424,    6647,   12855,   10580,    5033,    7944,  233256,  234764,    2010,     502,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6837,    2277,    5394,     908,     303,     536,     932,    -799,    1262,     830,     324,     -98,    6647,    6922,     190,     -85,  100.0,   37.2,   68.6,   16.3,   10.4,    7.1,   25.3,    2.8,    5.5,    4.5,    2.1,    3.4,   99.1,   99.8,    0.9,    0.2,  100.0,   37.2,   68.6,   16.3,   10.4,    7.1,   25.3,    2.8,    5.5,    4.5,    2.1,    3.4,   99.1,   99.8,    0.9,    0.2,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     88,     40,     35,      5,.,      6,      7,     13,     12,      6,     11,     14,     76,     76,     88,     40,     35,      5,.,      6,      7,     13,     12,      6,     11,     14,     76,     76,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    47.4,    43.7,    62.3,    62.6,    39.9,    37.8,    49.7,    48.8,    47.4,    43.7,    62.3,    62.6,    39.9,    37.8,    49.7,    48.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mw per Peak Hour","06439R","IFED","064 ","N16","FutOnly"
"ERCOT NORTH 345KV RT PK FIX - ICE FUTURES ENERGY DIV",250121,2025-01-21,06439R,IFED,01,064 ,  228429,   85176,  155884,   37463,   24075,   16093,   58492,    7446,   11593,    9750,    4709,    8042,  226609,  227842,    1820,     587,  228429,   85176,  155884,   37463,   24075,   16093,   58492,    7446,   11593,    9750,    4709,    8042,  226609,  227842,    1820,     587,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1723,    -308,    2566,     -15,      10,    -170,    1857,    -217,     217,   -1249,   -2107,    1165,    1497,    1464,     226,     259,  100.0,   37.3,   68.2,   16.4,   10.5,    7.0,   25.6,    3.3,    5.1,    4.3,    2.1,    3.5,   99.2,   99.7,    0.8,    0.3,  100.0,   37.3,   68.2,   16.4,   10.5,    7.0,   25.6,    3.3,    5.1,    4.3,    2.1,    3.5,   99.2,   99.7,    0.8,    0.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     87,     39,     33,      5,.,      6,      8,     11,     11,      8,     10,     14,     76,     72,     87,     39,     33,      5,.,      6,      8,     11,     11,      8,     10,     14,     76,     72,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    48.5,    44.3,    63.6,    62.9,    41.6,    38.1,    51.8,    49.4,    48.5,    44.3,    63.6,    62.9,    41.6,    38.1,    51.8,    49.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mw per Peak Hour","06439R","IFED","064 ","N16","FutOnly"
"ERCOT NORTH 345KV RT PK FIX - ICE FUTURES ENERGY DIV",250114,2025-01-14,06439R,IFED,01,064 ,  226706,   85484,  153318,   37478,   24065,   16263,   56635,    7663,   11376,   10999,    6816,    6877,  225112,  226378,    1594,     328,  226706,   85484,  153318,   37478,   24065,   16263,   56635,    7663,   11376,   10999,    6816,    6877,  225112,  226378,    1594,     328,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -6999,   -6063,    -248,    -584,   -1023,   -1473,    1624,   -2573,    -802,    1241,     -24,    -881,   -6938,   -7024,     -61,      25,  100.0,   37.7,   67.6,   16.5,   10.6,    7.2,   25.0,    3.4,    5.0,    4.9,    3.0,    3.0,   99.3,   99.9,    0.7,    0.1,  100.0,   37.7,   67.6,   16.5,   10.6,    7.2,   25.0,    3.4,    5.0,    4.9,    3.0,    3.0,   99.3,   99.9,    0.7,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     85,     36,     33,      5,.,      6,      7,     12,     11,     11,      7,     13,     74,     70,     85,     36,     33,      5,.,      6,      7,     12,     11,     11,      7,     13,     74,     70,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    48.3,    44.5,    63.4,    62.9,    41.3,    38.5,    51.3,    49.7,    48.3,    44.5,    63.4,    62.9,    41.3,    38.5,    51.3,    49.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mw per Peak Hour","06439R","IFED","064 ","N16","FutOnly"
"ERCOT NORTH 345KV RT PK FIX - ICE FUTURES ENERGY DIV",250107,2025-01-07,06439R,IFED,01,064 ,  233705,   91547,  153566,   38062,   25088,   17736,   55011,   10236,   12178,    9758,    6840,    7758,  232050,  233402,    1655,     303,  233705,   91547,  153566,   38062,   25088,   17736,   55011,   10236,   12178,    9758,    6840,    7758,  232050,  233402,    1655,     303,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1419,     105,     991,     310,    -106,    -267,     485,     508,      96,     275,     130,     312,    1316,    1664,     103,    -245,  100.0,   39.2,   65.7,   16.3,   10.7,    7.6,   23.5,    4.4,    5.2,    4.2,    2.9,    3.3,   99.3,   99.9,    0.7,    0.1,  100.0,   39.2,   65.7,   16.3,   10.7,    7.6,   23.5,    4.4,    5.2,    4.2,    2.9,    3.3,   99.3,   99.9,    0.7,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     85,     36,     33,      4,      4,      6,      6,     13,     11,     11,      6,     14,     74,     70,     85,     36,     33,      4,      4,      6,      6,     13,     11,     11,      6,     14,     74,     70,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    47.8,    43.7,    63.1,    61.3,    40.3,    37.5,    49.4,    48.5,    47.8,    43.7,    63.1,    61.3,    40.3,    37.5,    49.4,    48.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mw per Peak Hour","06439R","IFED","064 ","N16","FutOnly"
"ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV",250311,2025-03-11,06439S,IFED,01,064 ,   29756,   22206,   12863,    5635,   10848,     800,       0,    4750,       0,     265,       0,     480,   29386,   29741,     370,      15,   29756,   22206,   12863,    5635,   10848,     800,       0,    4750,       0,     265,       0,     480,   29386,   29741,     370,      15,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1177,    -936,    -747,     -80,     -44,    -176,       0,     -75,       0,     120,       0,    -120,   -1192,   -1162,      15,     -15,  100.0,   74.6,   43.2,   18.9,   36.5,    2.7,    0.0,   16.0,    0.0,    0.9,    0.0,    1.6,   98.8,   99.9,    1.2,    0.1,  100.0,   74.6,   43.2,   18.9,   36.5,    2.7,    0.0,   16.0,    0.0,    0.9,    0.0,    1.6,   98.8,   99.9,    1.2,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     11,     10,.,.,.,      0,.,      0,.,      0,.,     15,     16,     22,     11,     10,.,.,.,      0,.,      0,.,      0,.,     15,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    66.4,    56.8,    88.2,    89.2,    66.2,    56.8,    85.0,    82.8,    66.4,    56.8,    88.2,    89.2,    66.2,    56.8,    85.0,    82.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mwh per Peak Hour","06439S","IFED","064 ","N16","FutOnly"
"ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV",250304,2025-03-04,06439S,IFED,01,064 ,   30933,   23142,   13610,    5715,   10892,     976,       0,    4825,       0,     145,       0,     600,   30578,   30903,     355,      30,   30933,   23142,   13610,    5715,   10892,     976,       0,    4825,       0,     145,       0,     600,   30578,   30903,     355,      30,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   74.8,   44.0,   18.5,   35.2,    3.2,    0.0,   15.6,    0.0,    0.5,    0.0,    1.9,   98.9,   99.9,    1.1,    0.1,  100.0,   74.8,   44.0,   18.5,   35.2,    3.2,    0.0,   15.6,    0.0,    0.5,    0.0,    1.9,   98.9,   99.9,    1.1,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    66.7,    56.5,    88.1,    88.3,    66.5,    56.5,    84.2,    81.6,    66.7,    56.5,    88.1,    88.3,    66.5,    56.5,    84.2,    81.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mwh per Peak Hour","06439S","IFED","064 ","N16","FutOnly"
"ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV",250225,2025-02-25,06439S,IFED,01,064 ,   30933,   23142,   13610,    5715,   10892,     976,       0,    4825,       0,     145,       0,     600,   30578,   30903,     355,      30,   30933,   23142,   13610,    5715,   10892,     976,       0,    4825,       0,     145,       0,     600,   30578,   30903,     355,      30,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   74.8,   44.0,   18.5,   35.2,    3.2,    0.0,   15.6,    0.0,    0.5,    0.0,    1.9,   98.9,   99.9,    1.1,    0.1,  100.0,   74.8,   44.0,   18.5,   35.2,    3.2,    0.0,   15.6,    0.0,    0.5,    0.0,    1.9,   98.9,   99.9,    1.1,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    66.7,    56.5,    88.1,    88.3,    66.5,    56.5,    84.2,    81.6,    66.7,    56.5,    88.1,    88.3,    66.5,    56.5,    84.2,    81.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mwh per Peak Hour","06439S","IFED","064 ","N16","FutOnly"
"ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV",250218,2025-02-18,06439S,IFED,01,064 ,   30933,   23142,   13610,    5715,   10892,     976,       0,    4825,       0,     145,       0,     600,   30578,   30903,     355,      30,   30933,   23142,   13610,    5715,   10892,     976,       0,    4825,       0,     145,       0,     600,   30578,   30903,     355,      30,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      15,       0,     -15,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   74.8,   44.0,   18.5,   35.2,    3.2,    0.0,   15.6,    0.0,    0.5,    0.0,    1.9,   98.9,   99.9,    1.1,    0.1,  100.0,   74.8,   44.0,   18.5,   35.2,    3.2,    0.0,   15.6,    0.0,    0.5,    0.0,    1.9,   98.9,   99.9,    1.1,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    66.7,    56.5,    88.1,    88.3,    66.5,    56.5,    84.2,    81.6,    66.7,    56.5,    88.1,    88.3,    66.5,    56.5,    84.2,    81.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mwh per Peak Hour","06439S","IFED","064 ","N16","FutOnly"
"ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV",250211,2025-02-11,06439S,IFED,01,064 ,   30933,   23127,   13610,    5730,   10892,     976,       0,    4825,       0,     145,       0,     600,   30578,   30903,     355,      30,   30933,   23127,   13610,    5730,   10892,     976,       0,    4825,       0,     145,       0,     600,   30578,   30903,     355,      30,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1115,    -844,    -750,    -130,     -44,    -126,       0,     -75,       0,     120,       0,    -120,   -1100,   -1115,     -15,       0,  100.0,   74.8,   44.0,   18.5,   35.2,    3.2,    0.0,   15.6,    0.0,    0.5,    0.0,    1.9,   98.9,   99.9,    1.1,    0.1,  100.0,   74.8,   44.0,   18.5,   35.2,    3.2,    0.0,   15.6,    0.0,    0.5,    0.0,    1.9,   98.9,   99.9,    1.1,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    66.7,    56.5,    88.2,    88.3,    66.5,    56.5,    84.2,    81.6,    66.7,    56.5,    88.2,    88.3,    66.5,    56.5,    84.2,    81.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mwh per Peak Hour","06439S","IFED","064 ","N16","FutOnly"
"ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV",250204,2025-02-04,06439S,IFED,01,064 ,   32048,   23971,   14360,    5860,   10936,    1102,       0,    4900,       0,      25,       0,     720,   31678,   32018,     370,      30,   32048,   23971,   14360,    5860,   10936,    1102,       0,    4900,       0,      25,       0,     720,   31678,   32018,     370,      30,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   74.8,   44.8,   18.3,   34.1,    3.4,    0.0,   15.3,    0.0,    0.1,    0.0,    2.2,   98.8,   99.9,    1.2,    0.1,  100.0,   74.8,   44.8,   18.3,   34.1,    3.4,    0.0,   15.3,    0.0,    0.1,    0.0,    2.2,   98.8,   99.9,    1.2,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    67.1,    56.4,    88.2,    87.8,    66.9,    56.4,    83.8,    80.8,    67.1,    56.4,    88.2,    87.8,    66.9,    56.4,    83.8,    80.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mwh per Peak Hour","06439S","IFED","064 ","N16","FutOnly"
"ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV",250128,2025-01-28,06439S,IFED,01,064 ,   32048,   23971,   14360,    5860,   10936,    1102,       0,    4900,       0,      25,       0,     720,   31678,   32018,     370,      30,   32048,   23971,   14360,    5860,   10936,    1102,       0,    4900,       0,      25,       0,     720,   31678,   32018,     370,      30,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     120,     420,     120,       0,       0,       0,       0,       0,       0,       0,       0,       0,     420,     120,    -300,       0,  100.0,   74.8,   44.8,   18.3,   34.1,    3.4,    0.0,   15.3,    0.0,    0.1,    0.0,    2.2,   98.8,   99.9,    1.2,    0.1,  100.0,   74.8,   44.8,   18.3,   34.1,    3.4,    0.0,   15.3,    0.0,    0.1,    0.0,    2.2,   98.8,   99.9,    1.2,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,     22,     12,     10,.,.,.,      0,.,      0,.,      0,.,     16,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    67.1,    56.4,    88.2,    87.8,    66.9,    56.4,    83.8,    80.8,    67.1,    56.4,    88.2,    87.8,    66.9,    56.4,    83.8,    80.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mwh per Peak Hour","06439S","IFED","064 ","N16","FutOnly"
"ERCOT SOUTH 345 KV RT PEAK FIX - ICE FUTURES ENERGY DIV",250121,2025-01-21,06439S,IFED,01,064 ,   31928,   23551,   14240,    5860,   10936,    1102,       0,    4900,       0,      25,       0,     720,   31258,   31898,     670,      30,   31928,   23551,   14240,    5860,   10936,    1102,       0,    4900,       0,      25,       0,     720,   31258,   31898,     670,      30,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   73.8,   44.6,   18.4,   34.3,    3.5,    0.0,   15.3,    0.0,    0.1,    0.0,    2.3,   97.9,   99.9,    2.1,    0.1,  100.0,   73.8,   44.6,   18.4,   34.3,    3.5,    0.0,   15.3,    0.0,    0.1,    0.0,    2.3,   97.9,   99.9,    2.1,    0.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     11,     10,.,.,.,      0,.,      0,.,      0,.,     15,     16,     21,     11,     10,.,.,.,      0,.,      0,.,      0,.,     15,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    67.3,    56.6,    88.5,    88.2,    67.1,    56.6,    83.8,    80.5,    67.3,    56.6,    88.5,    88.2,    67.1,    56.6,    83.8,    80.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 Mwh per Peak Hour","06439S","IFED","064 ","N16","FutOnly"
